iPhone,Apple,iPhone 7,verizon,fair,62,62,62,62
iPhone,Apple,iPhone 7,verizon,good,116,116,116,116
iPhone,Apple,iPhone 7,verizon,excellent,120,120,120,120
iPhone,Apple,iPhone 7 Plus,verizon,fair,95,95,95,95
iPhone,Apple,iPhone 7 Plus,verizon,good,117,117,117,117
iPhone,Apple,iPhone 7 Plus,verizon,excellent,130,130,130,130
iPhone,Apple,iPhone 8,verizon,fair,107.33,103,114,104.99
iPhone,Apple,iPhone 8,verizon,good,116.33,109,120,119.99
iPhone,Apple,iPhone 8,verizon,excellent,131.996666666667,128,133,134.99
iPhone,Apple,iPhone 8 Plus,verizon,fair,152.33,147,160,149.99
iPhone,Apple,iPhone 8 Plus,verizon,good,161.663333333333,155,170,159.99
iPhone,Apple,iPhone 8 Plus,verizon,excellent,180.996666666667,178,180,184.99
iPhone,Apple,iPhone SE 2020,verizon,fair,116.33,124,115,109.99
iPhone,Apple,iPhone SE 2020,verizon,good,134.663333333333,139,140,124.99
iPhone,Apple,iPhone SE 2020,verizon,excellent,180.33,176,200,164.99
iPhone,Apple,iPhone X,verizon,fair,177.496666666667,170,182,180.49
iPhone,Apple,iPhone X,verizon,good,198.146666666667,190,204.95,199.49
iPhone,Apple,iPhone X,verizon,excellent,219.563333333333,225,219.95,213.74
iPhone,Apple,iPhone XR,verizon,fair,166.413333333333,139,175,185.24
iPhone,Apple,iPhone XR,verizon,good,195.33,181,196,208.99
iPhone,Apple,iPhone XR,verizon,excellent,211.98,201,206.95,227.99
iPhone,Apple,iPhone XS,verizon,fair,191.663333333333,196,184,194.99
iPhone,Apple,iPhone XS,verizon,good,215.98,213,214.95,219.99
iPhone,Apple,iPhone XS,verizon,excellent,246.33,238,256,244.99
iPhone,Apple,iPhone XS Max,verizon,fair,233.23,247,219.95,232.74
iPhone,Apple,iPhone XS Max,verizon,good,250.813333333333,250,264.95,237.49
iPhone,Apple,iPhone XS Max,verizon,excellent,299.743333333333,319,299.99,280.24
iPhone,Apple,iPhone 11,verizon,fair,254.48,257,249.95,256.49
iPhone,Apple,iPhone 11,verizon,good,270.563333333333,266,274.95,270.74
iPhone,Apple,iPhone 11,verizon,excellent,297.813333333333,309,289.95,294.49
iPhone,Apple,iPhone 11 Pro,verizon,fair,315.896666666667,299,298.7,349.99
iPhone,Apple,iPhone 11 Pro,verizon,good,344.313333333333,340,342.95,349.99
iPhone,Apple,iPhone 11 Pro,verizon,excellent,361.646666666667,370,349.95,364.99
iPhone,Apple,iPhone 11 Pro Max,verizon,fair,351.91,330,359.99,365.74
iPhone,Apple,iPhone 11 Pro Max,verizon,good,391.313333333333,399,394.95,379.99
iPhone,Apple,iPhone 11 Pro Max,verizon,excellent,417.41,439,399.99,413.24
iPhone,Apple,iPhone 12 Mini,verizon,fair,246.66,230,249.99,259.99
iPhone,Apple,iPhone 12 Mini,verizon,good,282.993333333333,289,289.99,269.99
iPhone,Apple,iPhone 12 Mini,verizon,excellent,315.326666666667,316,309.99,319.99
iPhone,Apple,iPhone 12,verizon,fair,326.146666666667,325,324.95,328.49
iPhone,Apple,iPhone 12,verizon,good,352.48,361,349.95,346.49
iPhone,Apple,iPhone 12,verizon,excellent,398.99,400,409.98,386.99
iPhone,Apple,iPhone 12 Pro,verizon,fair,404.893333333333,384,380.69,449.99
iPhone,Apple,iPhone 12 Pro,verizon,good,461.646666666667,440,464.95,479.99
iPhone,Apple,iPhone 12 Pro,verizon,excellent,499.646666666667,499,494.95,504.99
iPhone,Apple,iPhone 12 Pro Max,verizon,fair,533.563333333333,491,556.2,553.49
iPhone,Apple,iPhone 12 Pro Max,verizon,good,585.653333333333,560,598.47,598.49
iPhone,Apple,iPhone 12 Pro Max,verizon,excellent,642.42,649,670.77,607.49
iPhone,Apple,iPhone SE 2022,verizon,fair,211.33,214,195,224.99
iPhone,Apple,iPhone SE 2022,verizon,good,243.33,225,255,249.99
iPhone,Apple,iPhone SE 2022,verizon,excellent,284.33,263,310,279.99
iPhone,Apple,iPhone 13 Mini,verizon,fair,417.33,407,420,424.99
iPhone,Apple,iPhone 13 Mini,verizon,good,459.663333333333,444,450,484.99
iPhone,Apple,iPhone 13 Mini,verizon,excellent,491.663333333333,495,475,504.99
iPhone,Apple,iPhone 13,verizon,fair,501.98,530,489.95,485.99
iPhone,Apple,iPhone 13,verizon,good,519.456666666667,530,528.88,499.49
iPhone,Apple,iPhone 13,verizon,excellent,579.57,625,578.22,535.49
iPhone,Apple,iPhone 13 Pro,verizon,fair,638.66,629,629.99,656.99
iPhone,Apple,iPhone 13 Pro,verizon,good,681.496666666667,649,689,706.49
iPhone,Apple,iPhone 13 Pro,verizon,excellent,751.48,768,734.95,751.49
iPhone,Apple,iPhone 13 Pro Max,verizon,fair,737.146666666667,684,739.95,787.49
iPhone,Apple,iPhone 13 Pro Max,verizon,good,777.98,730,784.95,818.99
iPhone,Apple,iPhone 13 Pro Max,verizon,excellent,854.326666666667,850,839.99,872.99
iPhone,Apple,iPhone 14,verizon,fair,517.993333333333,599,399.99,554.99
iPhone,Apple,iPhone 14,verizon,good,599.993333333333,620,599.99,579.99
iPhone,Apple,iPhone 14,verizon,excellent,641.646666666667,650,649.95,624.99
iPhone,Apple,iPhone 14 Plus,verizon,fair,655.996666666667,679,669,619.99
iPhone,Apple,iPhone 14 Plus,verizon,good,684.646666666667,699,704.95,649.99
iPhone,Apple,iPhone 14 Plus,verizon,excellent,722.993333333333,729,739.99,699.99
iPhone,Apple,iPhone 14 Pro,verizon,fair,790.496666666667,849,735,787.49
iPhone,Apple,iPhone 14 Pro,verizon,good,837.313333333333,860,859.95,791.99
iPhone,Apple,iPhone 14 Pro,verizon,excellent,858.813333333333,880,899.95,796.49
iPhone,Apple,iPhone 14 Pro Max,verizon,fair,788.98,721,799.95,845.99
iPhone,Apple,iPhone 14 Pro Max,verizon,good,900.493333333333,951,899.99,850.49
iPhone,Apple,iPhone 14 Pro Max,verizon,excellent,930.33,979,930,881.99
iPhone,Apple,iPhone 7,AT&T,fair,62,62,62,62
iPhone,Apple,iPhone 7,AT&T,good,116,116,116,116
iPhone,Apple,iPhone 7,AT&T,excellent,120,120,120,120
iPhone,Apple,iPhone 7 Plus,AT&T,fair,95,95,95,95
iPhone,Apple,iPhone 7 Plus,AT&T,good,117,117,117,117
iPhone,Apple,iPhone 7 Plus,AT&T,excellent,130,130,130,130
iPhone,Apple,iPhone 8,AT&T,fair,106.996666666667,103,113,104.99
iPhone,Apple,iPhone 8,AT&T,good,114.33,109,119,114.99
iPhone,Apple,iPhone 8,AT&T,excellent,131.996666666667,128,133,134.99
iPhone,Apple,iPhone 8 Plus,AT&T,fair,143.996666666667,147,160,124.99
iPhone,Apple,iPhone 8 Plus,AT&T,good,153.33,155,170,134.99
iPhone,Apple,iPhone 8 Plus,AT&T,excellent,167.663333333333,178,180,144.99
iPhone,Apple,iPhone SE 2020,AT&T,fair,116.33,124,115,109.99
iPhone,Apple,iPhone SE 2020,AT&T,good,134.663333333333,139,140,124.99
iPhone,Apple,iPhone SE 2020,AT&T,excellent,171.996666666667,176,200,139.99
iPhone,Apple,iPhone X,AT&T,fair,174.33,170,182,170.99
iPhone,Apple,iPhone X,AT&T,good,194.98,190,204.95,189.99
iPhone,Apple,iPhone X,AT&T,excellent,219.563333333333,225,219.95,213.74
iPhone,Apple,iPhone XR,AT&T,fair,160.08,139,175,166.24
iPhone,Apple,iPhone XR,AT&T,good,184.246666666667,181,196,175.74
iPhone,Apple,iPhone XR,AT&T,excellent,200.896666666667,201,206.95,194.74
iPhone,Apple,iPhone XS,AT&T,fair,184.996666666667,196,184,174.99
iPhone,Apple,iPhone XS,AT&T,good,210.98,213,214.95,204.99
iPhone,Apple,iPhone XS,AT&T,excellent,237.996666666667,238,256,219.99
iPhone,Apple,iPhone XS Max,AT&T,fair,225.313333333333,247,219.95,208.99
iPhone,Apple,iPhone XS Max,AT&T,good,244.48,250,264.95,218.49
iPhone,Apple,iPhone XS Max,AT&T,excellent,291.826666666667,319,299.99,256.49
iPhone,Apple,iPhone 11,AT&T,fair,244.98,257,249.95,227.99
iPhone,Apple,iPhone 11,AT&T,good,262.646666666667,266,274.95,246.99
iPhone,Apple,iPhone 11,AT&T,excellent,288.313333333333,309,289.95,265.99
iPhone,Apple,iPhone 11 Pro,AT&T,fair,304.23,299,298.7,314.99
iPhone,Apple,iPhone 11 Pro,AT&T,good,337.646666666667,340,342.95,329.99
iPhone,Apple,iPhone 11 Pro,AT&T,excellent,349.98,370,349.95,329.99
iPhone,Apple,iPhone 11 Pro Max,AT&T,fair,342.41,330,359.99,337.24
iPhone,Apple,iPhone 11 Pro Max,AT&T,good,378.646666666667,399,394.95,341.99
iPhone,Apple,iPhone 11 Pro Max,AT&T,excellent,395.243333333333,439,399.99,346.74
iPhone,Apple,iPhone 12 Mini,AT&T,fair,244.993333333333,230,249.99,254.99
iPhone,Apple,iPhone 12 Mini,AT&T,good,279.66,289,289.99,259.99
iPhone,Apple,iPhone 12 Mini,AT&T,excellent,308.66,316,309.99,299.99
iPhone,Apple,iPhone 12,AT&T,fair,317.146666666667,325,324.95,301.49
iPhone,Apple,iPhone 12,AT&T,good,341.98,361,349.95,314.99
iPhone,Apple,iPhone 12,AT&T,excellent,388.656666666667,400,409.98,355.99
iPhone,Apple,iPhone 12 Pro,AT&T,fair,398.196666666667,384,380.69,429.9
iPhone,Apple,iPhone 12 Pro,AT&T,good,451.646666666667,440,464.95,449.99
iPhone,Apple,iPhone 12 Pro,AT&T,excellent,491.313333333333,499,494.95,479.99
iPhone,Apple,iPhone 12 Pro Max,AT&T,fair,512.563333333333,491,556.2,490.49
iPhone,Apple,iPhone 12 Pro Max,AT&T,good,557.153333333333,560,598.47,512.99
iPhone,Apple,iPhone 12 Pro Max,AT&T,excellent,622.92,649,670.77,548.99
iPhone,Apple,iPhone SE 2022,AT&T,fair,209.663333333333,214,195,219.99
iPhone,Apple,iPhone SE 2022,AT&T,good,239.996666666667,225,255,239.99
iPhone,Apple,iPhone SE 2022,AT&T,excellent,284.33,263,310,279.99
iPhone,Apple,iPhone 13 Mini,AT&T,fair,417.33,407,420,424.99
iPhone,Apple,iPhone 13 Mini,AT&T,good,459.663333333333,444,450,484.99
iPhone,Apple,iPhone 13 Mini,AT&T,excellent,491.663333333333,495,475,504.99
iPhone,Apple,iPhone 13,AT&T,fair,479.48,530,489.95,418.49
iPhone,Apple,iPhone 13,AT&T,good,508.956666666667,530,528.88,467.99
iPhone,Apple,iPhone 13,AT&T,excellent,567.57,625,578.22,499.49
iPhone,Apple,iPhone 13 Pro,AT&T,fair,622.16,629,629.99,607.49
iPhone,Apple,iPhone 13 Pro,AT&T,good,660.496666666667,649,689,643.49
iPhone,Apple,iPhone 13 Pro,AT&T,excellent,724.48,768,734.95,670.49
iPhone,Apple,iPhone 13 Pro Max,AT&T,fair,704.146666666667,684,739.95,688.49
iPhone,Apple,iPhone 13 Pro Max,AT&T,good,741.98,730,784.95,710.99
iPhone,Apple,iPhone 13 Pro Max,AT&T,excellent,810.826666666667,850,839.99,742.49
iPhone,Apple,iPhone 14,AT&T,fair,474.66,599,399.99,424.99
iPhone,Apple,iPhone 14,AT&T,good,556.66,620,599.99,449.99
iPhone,Apple,iPhone 14,AT&T,excellent,608.313333333333,650,649.95,524.99
iPhone,Apple,iPhone 14 Plus,AT&T,fair,609.33,679,669,479.99
iPhone,Apple,iPhone 14 Plus,AT&T,good,632.98,699,704.95,494.99
iPhone,Apple,iPhone 14 Plus,AT&T,excellent,677.993333333333,729,739.99,564.99
iPhone,Apple,iPhone 14 Pro,AT&T,fair,751.496666666667,849,735,670.49
iPhone,Apple,iPhone 14 Pro,AT&T,good,801.313333333333,860,859.95,683.99
iPhone,Apple,iPhone 14 Pro,AT&T,excellent,842.313333333333,880,899.95,746.99
iPhone,Apple,iPhone 14 Pro Max,AT&T,fair,749.98,721,799.95,728.99
iPhone,Apple,iPhone 14 Pro Max,AT&T,good,865.993333333333,951,899.99,746.99
iPhone,Apple,iPhone 14 Pro Max,AT&T,excellent,906.33,979,930,809.99
iPhone,Apple,iPhone 7,T-Mobile,fair,62,62,62,62
iPhone,Apple,iPhone 7,T-Mobile,good,116,116,116,116
iPhone,Apple,iPhone 7,T-Mobile,excellent,120,120,120,120
iPhone,Apple,iPhone 7 Plus,T-Mobile,fair,95,95,95,95
iPhone,Apple,iPhone 7 Plus,T-Mobile,good,117,117,117,117
iPhone,Apple,iPhone 7 Plus,T-Mobile,excellent,130,130,130,130
iPhone,Apple,iPhone 8,T-Mobile,fair,106.996666666667,103,113,104.99
iPhone,Apple,iPhone 8,T-Mobile,good,119.33,109,119,129.99
iPhone,Apple,iPhone 8,T-Mobile,excellent,131.996666666667,128,133,134.99
iPhone,Apple,iPhone 8 Plus,T-Mobile,fair,140.663333333333,147,160,114.99
iPhone,Apple,iPhone 8 Plus,T-Mobile,good,156.663333333333,155,170,144.99
